test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address
4123332003,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:09","95.233.xxx.xxx",142111,20374,20,"Cagliari","Italy","IT",39.2238,9.1219,"Telecom Italia S.p.A.","Italy","IT","Sardinia","88","Cagliari",39.230,9.119,0.485403,"Telecom Italia Mobile","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Cagliari, Italy","Cagliari","locality","Italy","IT","Sardinia","Province of Cagliari","Cagliari","09121",""
4123332009,199092543,"xiaomi/ugg/ugg:7.1.2/N2G47H/V9.2.3.0.NDKMIEK:user/release-keys","2018-08-01 00:00:09","182.1.xxx.xxx",52431,13681,49,"Cyberjaya","Malaysia","MY",2.9225,101.6550,"MYREN","Indonesia","ID","West Sumatra","SB","Payakumbuh",-0.229,100.633,229.158,"Telkomsel","1","TELKOMSEL","510","10",15,15,"xiaomi","ugg","qcom","N2G47H","Xiaomi","Redmi Note 5A Prime","ugg","","18217759",1,"Payakumbuh, Payakumbuh City, West Sumatra, Indonesia","Payakumbuh","locality","Indonesia","ID","West Sumatra","Payakumbuh City","","",""
4123332011,210651263,"rockchip/rk3328_box/rk3328_box:7.1.2/NHG47K/user03192309:userdebug/test-keys","2018-08-01 00:00:10","120.29.xxx.xxx",6213,5232,29,"Gold Coast","Australia","AU",-28.0160,153.0167,"Telstra","Australia","AU","Queensland","QLD","Varsity Lakes",-28.089,153.412,24.6714,"Network Technology (AUST) P/L","1","                ","","",0,0,"rockchip","rk3328_box","rk30board","NHG47K","rockchip","H96 Max","rk3328_box","","",2,"Varsity Lakes QLD, Australia","Varsity Lakes","locality","Australia","AU","Queensland","Gold Coast City","","4227",""
4123332013,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:10","62.175.xxx.xxx",123332,91984,17,"Barcelona","Spain","ES",41.3857,2.1699,"Vodafone ES","Spain","ES","Catalonia","CT","Barcelona",41.388,2.159,0.604975,"Vodafone Spain","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Barcelona, Barcelona, Spain","Barcelona","locality","Spain","ES","Catalonia","Barcelona","El Barcelonès, Barcelona","08011",""
4123332015,149791566,"samsung/j5xnltexx/j5xnlte:7.1.1/NMF26X/J510FNXXU2BRE4:user/release-keys","2018-08-01 00:00:10","94.25.xxx.xxx",12855,6231,78,"Korkino","Russian Federation","RU",54.8958,61.3792,"Korkino Cable TV Network","Russia","RU","Chelyabinsk Oblast","CHE","Yemanzhelinsk",54.756,61.313,9.96615,"Yota","1","TELE2","250","20",15,15,"samsung","j5xnlte","qcom","NMF26X","samsung","SM-J510FN","j5xnltexx","","189586691",1,"Yemanzhelinsk, Chelyabinsk Oblast, Russia","Yemanzhelinsk","locality","Russia","RU","Chelyabinsk Oblast","Yemanzhelinsky District","","456584",""
4123332016,214120822,"HUAWEI/BLA-L29/HWBLA:8.0.0/HUAWEIBLA-L29S/139(C636):user/release-keys","2018-08-01 00:00:10","113.210.xxx.xxx",36792,30865,19,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Maxis","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur",3.160,101.716,2.6115,"Maxis Communications","1","MY MAXIS","502","12",15,15,"HUAWEI","HWBLA","kirin970","HUAWEIBLA-L29S","HUAWEI","BLA-L29","BLA-L29","","66781453",1,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","50450",""
4123332017,144209023,"HONOR/NEM-L51/HNNEM-H:7.0/HONORNEM-L51/C10B366:user/release-keys","2018-08-01 00:00:10","83.149.xxx.xxx",23278,3946,27,"Nizhny Novgorod","Russian Federation","RU",56.3264,44.0078,"Megafon","Russia","RU","Vladimir Oblast","VLA","Murom",55.573,42.038,92.3633,"PJSC MegaFon","1","MegaFon","250","2",15,15,"HONOR","HNNEM-H","hi6250","HONORNEM-L51","HUAWEI","NEM-L51","NEM-L51","","86543619",1,"Murom, Vladimir Oblast, Russia","Murom","locality","Russia","RU","Vladimir Oblast","gorod Murom","","602251",""
4123332025,179248415,"xiaomi/mido/mido:7.0/NRD90M/V9.6.1.0.NCFMIFD:user/release-keys","2018-08-01 00:00:10","46.211.xxx.xxx",47143,10529,38,"Kolomyia","Ukraine","UA",48.5509,25.0296,"NTK","Ukraine","UA","Ivano-Frankivs'ka oblast","26","Kolomyia",48.541,25.074,2.12874,"Kyivstar PJSC","1","KYIVSTAR","255","3",15,15,"xiaomi","mido","qcom","NRD90M","Xiaomi","Redmi Note 4","mido","","100076575",1,"Kolomyya, Ivano-Frankivs'ka oblast, Ukraine","Kolomyya","locality","Ukraine","UA","Ivano-Frankivs'ka oblast","Kolomyis'kyi district","Kolomyis'ka city council","78200",""
4123332028,170260873,"HUAWEI/GRA-L09/HWGRA:5.1/HUAWEIGRA-L09/C900B716:user/release-keys","2018-08-01 00:00:10","49.196.xxx.xxx",14971,3828,19,"Perth","Australia","AU",-31.9554,115.8585,"Optus","Australia","AU","Western Australia","WA","Bickley",-32.010,116.084,13.8188,"Optus","1","YES OPTUS","505","2",17,17,"HUAWEI","HWGRA","hi3635","HUAWEIGRA-L09","HUAWEI","HUAWEI GRA-L09","GRA-L09","","190065162",1,"Bickley WA 6076, Australia","Bickley","locality","Australia","AU","Western Australia","Shire of Kalamunda","","6076",""
4123332029,146910273,"HUAWEI/VIE-L09/HWVIE:7.0/HUAWEIVIE-L09/C555B375:user/release-keys","2018-08-01 00:00:10","91.252.xxx.xxx",180,74,359,"Venice","Italy","IT",45.4375,12.3358,"4ISP srl","Italy","IT","Veneto","34","Motta di Livenza",45.775,12.604,26.7426,"Wind Tre","1","3 ITA","222","88",4,4,"HUAWEI","HWVIE","hi3650","HUAWEIVIE-L09","HUAWEI","VIE-L09","VIE-L09","","",2,"31045 Motta di Livenza TV, Italy","Motta di Livenza","locality","Italy","IT","Veneto","Province of Treviso","Motta di Livenza","31045",""
4123332034,213514709,"OnePlus/OnePlus6/OnePlus6:8.1.0/OPM1.171019.011/1807130046:user/release-keys","2018-08-01 00:00:10","5.90.xxx.xxx",56342,22111,75,"Reggio Calabria","Italy","IT",38.1113,15.6473,"Telecom Italia S.p.A.","Italy","IT","Sicily","82","Terme",38.141,15.147,27.2906,"Vodafone Italia","1","3 ITA","222","99",15,15,"OnePlus","OnePlus6","qcom","OPM1.171019.011","OnePlus","ONEPLUS A6003","OnePlus6","","22540319",1,"Marchesana ME, Italy","Marchesana","locality","Italy","IT","Sicily","Province of Messina","Terme Vigliatore","98050",""
4123332035,164596906,"samsung/hero2ltexx/hero2lte:8.0.0/R16NW/G935FXXU2EREM:user/release-keys","2018-08-01 00:00:10","113.185.xxx.xxx",517,72,18,"Ho Chi Minh City","Vietnam","VN",10.7500,106.6667,"VNPT-NET","Vietnam","VN","Dong Nai","39","Bien Hoa",10.955,106.874,20.0075,"Vietnam Posts And Telecommunications Group","1","VN VINAPHONE","452","2",15,15,"samsung","hero2lte","samsungexynos8890","R16NW","samsung","SM-G935F","hero2ltexx","","179262732",1,"Bien Hoa, Dong Nai, Vietnam","Bien Hoa","locality","Vietnam","VN","Dong Nai","","","",""
4123332036,201700048,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU2CRF7:user/release-keys","2018-08-01 00:00:10","101.137.xxx.xxx",11049,17257,22,"Nantou City","Taiwan","TW",23.9180,120.6775,"FarEasTone Telecom","Taiwan","TW","Taiwan Province","04","Zhizhuang",24.040,121.155,31.3675,"Asia Pacific Telecom","1","GT 4G","466","5",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","139778609",1,"Ren'ai, Ren’ai Township, Nantou County, Taiwan 546","Ren'ai","locality","Taiwan","TW","Taiwan Province","Nantou County","Ren’ai Township","546",""
4123332039,162926480,"HUAWEI/NXT-L29/HWNXT:7.0/HUAWEINXT-L29/C185B585:user/release-keys","2018-08-01 00:00:10","5.191.xxx.xxx",9148,2390,21,"Baku","Azerbaijan","AZ",40.3952,49.8822,"AZSTARNET","Azerbaijan","AZ","Baku","BA","Baku",40.374,49.851,2.18097,"Azercell","1","Azercell","400","1",17,17,"HUAWEI","HWNXT","hi3650","HUAWEINXT-L29","HUAWEI","HUAWEI NXT-L29","NXT-L29","","235942290",1,"Baku, Azerbaijan","Baku","locality","Azerbaijan","AZ","Baku","","","",""
4123332041,211765129,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU2CRF7:user/release-keys","2018-08-01 00:00:10","189.92.xxx.xxx",10248,4808,21,"Rio de Jeneiro","Brazil","BR",-22.9068,-43.1729,"CenturyLink","Brazil","BR","State of Rio de Janeiro","RJ","Rio de Janeiro",-22.956,-43.348,11.6911,"Claro S/A","1","CLARO BR","724","5",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","53889295",1,"Rio de Janeiro - State of Rio de Janeiro, Brazil","Rio de Janeiro","locality","Brazil","BR","State of Rio de Janeiro","Rio de Janeiro","","22765",""
4123332046,206610625,"OPPO/CPH1609/CPH1609:6.0/MRA58K/1528121160:user/release-keys","2018-08-01 00:00:10","47.29.xxx.xxx",626,911,128,"Nalbari","India","IN",26.4446,91.4410,"ShreeNortheast Connect & Services P. Ltd","India","IN","Assam","AS","Guwahati",26.171,91.777,28.1738,"Jio","1","Jio 4G","405","855",15,15,"OPPO","CPH1609","mt6755","MRA58K","OPPO","CPH1609","CPH1609","","539664",1,"Guwahati, Assam 781001, India","Guwahati","locality","India","IN","Assam","Kamrup Metropolitan","","781024",""
4123332047,217655691,"asus/WW_Z01M/ASUS_Z01M_1:7.1.1/NMF26F/WW_user_71.50.395.36_20180705:user/release-keys","2018-08-01 00:00:10","39.12.xxx.xxx",16739,1639,16,"New Taipei","Taiwan","TW",25.0111,121.4458,"Far Eastone Telecommunications Co., Ltd.","Taiwan","TW","Taipei City","TPE","Taipei",24.975,121.441,2.45608,"Far EasTone Telecommunication Co.","1","遠傳電信","466","1",15,15,"asus","ASUS_Z01M_1","qcom","NMF26F","asus","ASUS_Z01MDA","WW_Z01M","","51350027",1,"New Taipei, Banqiao District, New Taipei City, Taiwan","New Taipei","locality","Taiwan","TW","New Taipei City","Luzhou District","","236",""
4123332050,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:11","46.26.xxx.xxx",52596,120917,5,"Sevilla","Spain","ES",37.3891,-5.9845,"Vodafone ES","Spain","ES","Andalusia","AN","Seville",37.382,-5.976,0.654082,"Vodafone Spain","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Seville, Sevilla, Spain","Seville","locality","Spain","ES","Andalusia","Sevilla","Área Metropolitana de Sevilla, Seville","41018",""
4123332051,210773514,"vivo/1724/1724:8.1.0/OPM1.171019.011/compil07062302:user/release-keys","2018-08-01 00:00:11","139.59.xxx.xxx",740,3441,578,"Coimbatore","India","IN",11.0183,76.9725,"Airconnect Fiber","India","IN","Tamil Nadu","TN","Tiruppur",11.070,77.366,27.0189,"Digital Ocean","0","Jio 4G","405","869",15,15,"vivo","1724","qcom","OPM1.171019.011","vivo","vivo 1724","1724","","1139491",1,"Tiruppur, Tamil Nadu 641601, India","Tiruppur","locality","India","IN","Tamil Nadu","Tiruppur","","641605",""
4123332052,215593114,"xiaomi/whyred/whyred:8.1.0/OPM1.171019.011/V9.5.19.0.OEIMIFA:user/release-keys","2018-08-01 00:00:11","171.76.xxx.xxx",829,16138,36,"Kanpur","India","IN",26.4499,80.3319,"Den Networks Ltd","India","IN","Uttar Pradesh","UP","Fatehpur",25.928,80.824,47.2857,"Bharti Broadband","1","Airtel","405","54",15,15,"xiaomi","whyred","qcom","OPM1.171019.011","Xiaomi","Redmi Note 5 pro","whyred","","231583746",1,"Fatehpur, Uttar Pradesh 212601, India","Fatehpur","locality","India","IN","Uttar Pradesh","Fatehpur","","212601",""
4123332054,190573131,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU2CRF7:user/release-keys","2018-08-01 00:00:11","49.199.xxx.xxx",63491,21262,14,"Burwood East","Australia","AU",-37.8136,144.9631,"Optus","Australia","AU","Victoria","VIC","Mornington",-38.235,145.042,29.4938,"Optus","1","YES OPTUS","505","2",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","21483530",1,"Mornington VIC 3931, Australia","Mornington","locality","Australia","AU","Victoria","Mornington Peninsula Shire","","3931",""
4123332056,203787527,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU2CRF7:user/release-keys","2018-08-01 00:00:11","41.113.xxx.xxx",43189,11146,20,"Johannesburg","South Africa","ZA",-26.2044,28.0456,"Reflex Solutions","South Africa","ZA","Gauteng","GT","Johannesburg",-26.230,28.058,1.99527,"MTN SA","1","MTN-SA","655","10",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","243456",2,"Johannesburg South, South Africa","Johannesburg South","locality","South Africa","ZA","Gauteng","City of Johannesburg Metropolitan Municipality","City of Johannesburg Metropolitan Municipality","2190",""
4123332058,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:11","139.47.xxx.xxx",308316,323576,19,"Madrid","Spain","ES",40.4000,-3.6833,"Orange","Spain","ES","Community of Madrid","MD","Madrid",40.416,-3.702,1.52829,"Masmovil","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Madrid, Madrid, Spain","Madrid","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Madrid","28012",""
4123332060,160763666,"samsung/heroltexx/herolte:8.0.0/R16NW/G930FXXU2ERG2:user/release-keys","2018-08-01 00:00:11","94.197.xxx.xxx",27056,23205,39,"Welwyn Garden City","Great Britain","GB",51.8062,0.1932,"Ai Networks Ltd","United Kingdom","GB","Suffolk","SFK","Fornham All Saints",52.254,0.726,38.428,"Three","1","3","234","20",15,15,"samsung","herolte","samsungexynos8890","R16NW","samsung","SM-G930F","heroltexx","","2480896",1,"Bury Saint Edmunds, Suffolk IP32, UK","Bury St. Edmunds","administrative_area_level_4","United Kingdom","GB","England","Suffolk","St Edmundsbury District, Bury St. Edmunds","IP32",""
4123332064,166846344,"HUAWEI/VKY-L29/HWVKY:8.0.0/HUAWEIVKY-L29/366(C636):user/release-keys","2018-08-01 00:00:11","180.217.xxx.xxx",100544,22192,11,"Taipei","Taiwan","TW",25.0333,121.5333,"kbro Co., Ltd.","Taiwan","TW","Taipei City","TPE","Taipei",24.994,121.489,3.87386,"Vibo Telecom","1","台灣之星","466","89",15,15,"HUAWEI","HWVKY","hi3660","HUAWEIVKY-L29","HUAWEI","VKY-L29","VKY-L29","","60183348",1,"New Taipei, Banqiao District, New Taipei City, Taiwan","New Taipei","locality","Taiwan","TW","New Taipei City","Luzhou District","","235",""
4123332067,217433493,"samsung/dreamltexx/dreamlte:8.0.0/R16NW/G950FXXU2CRF7:user/release-keys","2018-08-01 00:00:11","5.90.xxx.xxx",8699,433,55,"Rome","Italy","IT",41.9000,12.5000,"Vodafone Italy","Italy","IT","Sicily","82","Altarello",37.557,14.981,328.077,"Vodafone Italia","1","vodafone IT","222","10",15,15,"samsung","dreamlte","samsungexynos8895","R16NW","samsung","SM-G950F","dreamltexx","","22591499",1,"Belpasso, Province of Catania, Italy","Belpasso","administrative_area_level_3","Italy","IT","Sicily","Province of Catania","Belpasso","95032",""
4123332068,206835308,"samsung/star2ltexx/star2lte:8.0.0/R16NW/G965FXXU1BRF8:user/release-keys","2018-08-01 00:00:11","80.187.xxx.xxx",202830,44573,21,"Lauf a.d. Pegnitz","Germany","DE",49.5110,11.2780,"Bisping & Bisping GmbH & Co. KG","Germany","DE","Bavaria","BY","Lauf an der Pegnitz",49.517,11.307,1.4134,"Deutsche Telekom AG","1","Telekom.de","262","1",15,15,"samsung","star2lte","samsungexynos9810","R16NW","samsung","SM-G965F","star2ltexx","","31523585",1,"Lauf an der Pegnitz, Germany","Lauf an der Pegnitz","locality","Germany","DE","Bavaria","Middle Franconia","Nürnberger Land","91207",""
4123332073,204635214,"EVERTEK/EverMiracle_S/EverMiracle_S:5.1/LMY47D/1461209089:user/release-keys","2018-08-01 00:00:12","197.18.xxx.xxx",5867,4376,21,"Belvedere","Tunisia","TN",36.8225,10.1711,"Agence Tunisienne d'Internet","Tunisia","TN","Tunis","11","Tunis",36.790,10.105,4.23858,"Ooredoo Tunisia","1","Ooredoo TN","605","3",17,17,"EVERTEK","EverMiracle_S","mt6735","LMY47D","Cellcom","EverMiracle S","EverMiracle_S","","557884",1,"Tunis, Tunisia","Tunis","locality","Tunisia","TN","Tunis","El Khadra","","",""
4123332077,154064242,"samsung/heroltexx/herolte:8.0.0/R16NW/G930FXXU2ERE8:user/release-keys","2018-08-01 00:00:12","83.86.xxx.xxx",48530,7103,15,"Zoetermeer","Netherland","NL",52.0611,4.4933,"ColoCenter bv","Netherlands","NL","South Holland","ZH","Capelle aan den IJssel",51.937,4.606,9.835,"Ziggo","1","Tele2 NL","204","2",2,0,"samsung","herolte","samsungexynos8890","R16NW","samsung","SM-G930F","heroltexx","","106642257",1,"2904 Capelle aan den IJssel, Netherlands","Capelle aan den IJssel","locality","Netherlands","NL","South Holland","Capelle aan den IJssel","","2904",""
4123332078,205360256,"Lenovo/PB2PLUS/PB2-670M:6.0/MRA58K/PB2-670M_S000050_171016_ROW:user/release-keys","2018-08-01 00:00:12","110.54.xxx.xxx",4213,447,67,"Iloilo","Philippines","PH",11.0000,122.6667,"skybroadband","Philippines","PH","Western Visayas","06","Roxas",11.569,122.722,39.5697,"Globe Telecom","1","GLOBE","515","2",15,17,"Lenovo","PB2-670M","mt6735","MRA58K","LENOVO","Lenovo PB2-670M","PB2PLUS","","229586821",1,"Roxas City, Capiz, Philippines","Roxas City","locality","Philippines","PH","Western Visayas","Capiz","","",""
4123332089,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:12","92.24.xxx.xxx",3130,385,32,"Maidenhead","Great Britain","GB",51.5243,-0.7206,"Iomart","United Kingdom","GB","Wokingham","WOK","Wokingham",51.416,-0.833,8.88682,"TalkTalk","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Wokingham RG40, UK","Wokingham","locality","United Kingdom","GB","England","Wokingham","Wokingham","RG40",""
4123332090,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:12","94.134.xxx.xxx",11515,770,9,"Berlin","Germany","DE",52.5167,13.3833,"SysEleven GmbH","Germany","DE","Berlin","BE","Berlin",52.516,13.400,0.702931,"Versatel Deutschland","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Berlin, Germany","Berlin","locality","Germany","DE","Berlin","","","10178",""
4123332092,214369611,"HUAWEI/ANE-LX3/HWANE:8.0.0/HUAWEIANE-LX3/140(C212):user/release-keys","2018-08-01 00:00:12","201.175.xxx.xxx",4890,5945,93,"Villahermosa","Mexico","MX",17.9892,-92.9281,"Telecomm Atlas","Mexico","MX","Campeche","CAM","Ciudad del Carmen",18.645,-91.779,88.0333,"AT&T Comunicaciones Digitales S De Rl","1","IUSACELL","334","50",15,15,"HUAWEI","HWANE","hi6250","HUAWEIANE-LX3","HUAWEI","ANE-LX3","ANE-LX3","","10242307",1,"Cd del Carmen, Camp., Mexico","Ciudad del Carmen","locality","Mexico","MX","Campeche","Ciudad del Carmen","","24155",""
4123332093,201453067,"samsung/kccat6xx/kccat6:6.0.1/MMB29M/G901FXXS1CQA5:user/release-keys","2018-08-01 00:00:12","203.78.xxx.xxx",5991,21385,44,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"PT XL Axiata Tbk","Indonesia","ID","North Sumatra","SU","Lubuk Pakam",3.560,98.872,374.675,"PT. Excelcomindo Pratama","1","XL Axiata","510","11",15,15,"samsung","kccat6","qcom","MMB29M","samsung","SM-G901F","kccat6xx","","56435461",1,"Lubuk Pakam, Lubuk Pakam, Deli Serdang Regency, North Sumatra, Indonesia","Lubuk Pakam","locality","Indonesia","ID","North Sumatra","Deli Serdang Regency","Lubuk Pakam","20517",""
4123332095,162769342,"samsung/hero2ltexx/hero2lte:8.0.0/R16NW/G935FXXU2ERE8:user/release-keys","2018-08-01 00:00:12","5.90.xxx.xxx",63298,5753,29,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Emilia-Romagna","45","San Marino",44.622,11.416,123.333,"Vodafone Italia","1","vodafone IT","222","10",15,15,"samsung","hero2lte","samsungexynos8890","R16NW","samsung","SM-G935F","hero2ltexx","","12189473",1,"40010 Area Produttiva Castello Bentivog BO, Italy","Area Produttiva Castello Bentivog","locality","Italy","IT","Emilia-Romagna","Metropolitan City of Bologna","Bentivoglio","40010",""
4123332099,111928071,"samsung/kltezt/klte:4.4.2/KOT49H/G900IZTU1ANCB:user/release-keys","2018-08-01 00:00:12","1.187.xxx.xxx",5217,10337,118,"Kolkata","India","IN",22.5667,88.3667,"Vodafone India","India","IN","West Bengal","WB","Berubari",26.456,88.638,269.58,"Idea Cellular","1","IDEA","405","67",15,15,"samsung","klte","qcom","KOT49H","samsung","SM-G900I","kltezt","","205932587",1,"Garalbari, West Bengal, India","Garalbari","locality","India","IN","West Bengal","Jalpaiguri","","735132",""
4123332100,216518561,"lenovo/manning_retail/manning:8.0.0/OMB27.43-45/50:user/release-keys","2018-08-01 00:00:12","42.107.xxx.xxx",992,642,28,"Mumbai","India","IN",18.9647,72.8258,"Vodafone India","India","IN","Maharashtra","MH","Mumbai",18.975,72.825,0.712432,"Vodafone India","1","Vodafone IN","404","20",17,17,"lenovo","manning","mt6797","OMB27.43-62","lenovo","Lenovo K8 Note","manning_retail","","132451812",2,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400011",""
4123332103,216730076,"samsung/gtesltetmo/gtesltetmo:7.1.1/NMF26X/T377TUVU1BQI5:user/release-keys","2018-08-01 00:00:13","172.56.xxx.xxx",2917,11186,22,"Honolulu, HI","United States","US",21.3069,-157.8583,"T-Mobile","United States","US","Hawaii","HI","Kihei",20.714,-156.446,99.9525,"T-MOBILE USA","1","T-Mobile","310","260",15,15,"samsung","gtesltetmo","universal3475","NMF26X","samsung","SM-T377T","gtesltetmo","","22731266",1,"Wailea-Makena, HI, USA","Wailea-Makena","locality","United States","US","Hawaii","Maui County","","96753","2607:fb90:1e53:f1ex:xxxx:xxxx:xxxx:xxxx"
4123332106,208888432,"Lenovo/PB2PLUS/PB2-670M:6.0/MRA58K/PB2-670M_S000050_171016_ROW:user/release-keys","2018-08-01 00:00:13","110.54.xxx.xxx",1096,1649,38,"Mandaluyong","Philippines","PH",14.5800,121.0000,"SkyBroadband","Philippines","PH","Metro Manila","00","Makati City",14.572,121.021,1.53389,"Globe Mobile","1","GLOBE","515","2",15,15,"Lenovo","PB2-670M","mt6735","MRA58K","LENOVO","Lenovo PB2-670M","PB2PLUS","","84591107",1,"Makati, Metro Manila, Philippines","Makati","locality","Philippines","PH","Metro Manila","","","",""
4123332110,209404494,"HUAWEI/NXT-AL10/HWNXT:6.0/HUAWEINXT-AL10/C00B368-luce:user/release-keys","2018-08-01 00:00:13","112.224.xxx.xxx",46029,25685,23,"Jinan","China","CN",36.6667,116.9833,"JINAN Wo China company","China","CN","Shandong","SD","Qingdao",36.107,120.447,196.727,"China Unicom Shandong","1","中国联通","460","1",15,15,"HUAWEI","HWNXT","hi3650","HUAWEINXT-AL10","HUAWEI","HUAWEI NXT-AL10","NXT-AL10","","56700429",1,"Qingdao, Shandong, China","Qingdao","locality","China","CN","Shandong","","","266100",""
4123332113,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:13","51.37.xxx.xxx",76665,18652,9,"Dublin","Ireland","IE",53.3478,-6.2597,"Vodafone IE","Ireland","IE","Leinster","L","Dublin",53.333,-6.248,1.11044,"Vodafone Ireland","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Dublin, Ireland","Dublin","locality","Ireland","IE","Dublin","Dublin City","","D04 F3P8",""
4123332118,181276407,"hardkernel/cm_odroidxu3/odroidxu3:6.0.1/MOB31K/9f1ced374d:userdebug/test-keys","2018-08-01 00:00:13","82.213.xxx.xxx",51870,52228,2,"Madrid","Spain","ES",40.4000,-3.6833,"MasMovil","Spain","ES","Community of Madrid","MD","Madrid",40.416,-3.702,1.52829,"Xtra Telecom SA","1","                ","","",0,0,"hardkernel","odroidxu3","odroidxu3","MOB31K","hardkernel","ODROID-XU3","cm_odroidxu3","","",2,"Madrid, Madrid, Spain","Madrid","locality","Spain","ES","Community of Madrid","Madrid","Área Metropolitalitana y Corredor del Henares, Madrid","28012",""
4123332120,216414957,"samsung/zerofltexx/zeroflte:7.0/NRD90M/G920FXXU6ERD3:user/release-keys","2018-08-01 00:00:13","37.39.xxx.xxx",29092,16107,15,"Kaifan","Kuwait","KW",29.2926,47.9057,"FAST Telecommunication Co","Kuwait","KW","UNKNOWN","??","`Ashish al Jahra'",29.337,47.658,15.2529,"Mobile Telecommunications Company","1","zain KW","419","2",15,15,"samsung","zeroflte","samsungexynos7420","NRD90M","samsung","SM-G920F","zerofltexx","","395553",2,"Jahra, Kuwait","Jahra","locality","Kuwait","KW","Jahra","","","",""
4123332121,207300842,"Honor/Che1-L04/Che1:4.4.4/Che1-L04/C900B180:user/ota-rel-keys,release-keys","2018-08-01 00:00:13","1.39.xxx.xxx",24084,8904,32,"Chennai","India","IN",13.0827,80.2707,"Vodafone India","India","IN","Karnataka","KA","Shimoga",13.927,75.566,321.755,"Vodafone India","1","Vodafone IN","404","86",15,15,"Honor","Che1","qcom","Che1-L04","HUAWEI","Che1-L04","Che1-L04","","205579527",1,"Shivamogga, Karnataka 577201, India","Shivamogga","locality","India","IN","Karnataka","Shimoga","","577202",""
